trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_7_trip_1_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_2_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_3_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_4_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_5_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_6_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_7_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_8_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_9_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_10_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_11_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_12_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_13_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_14_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_15_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_16_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_17_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_18_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_19_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_20_service_1,route_942,service_1,Krowodrza Górka,"",1,block_7,,
block_7_trip_21_service_1,route_942,service_1,Wzgórza K.,"",0,block_7,,
block_7_trip_22_service_1,route_942,service_1,Zajezdnia Nowa Huta,"",0,block_7,,
block_9_trip_1_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_2_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_3_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_4_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_5_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_6_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_7_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_8_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_9_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_10_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_11_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_12_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_13_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_14_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_15_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_16_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_17_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_18_service_1,route_807,service_1,Bronowice Małe,"",0,block_9,,
block_9_trip_19_service_1,route_807,service_1,Borek Fałęcki,"",1,block_9,,
block_9_trip_20_service_1,route_807,service_1,Zajezdnia Podgórze,"",0,block_9,,
block_14_trip_1_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_14,,
block_14_trip_2_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_3_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_4_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_5_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_6_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_7_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_8_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_9_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_10_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_11_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_12_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_13_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_14_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_15_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_16_service_1,route_58,service_1,Mistrzejowice,"",0,block_14,,
block_14_trip_17_service_1,route_58,service_1,Nowy Bieżanów P+R,"",1,block_14,,
block_14_trip_18_service_1,route_58,service_1,Zajezdnia Podgórze,"",0,block_14,,
block_21_trip_1_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_2_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_3_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_4_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_5_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_6_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_7_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_8_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_9_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_10_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_11_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_12_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_13_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_14_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_15_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_16_service_1,route_943,service_1,Bronowice,"",0,block_21,,
block_21_trip_17_service_1,route_943,service_1,Mistrzejowice,"",1,block_21,,
block_21_trip_18_service_1,route_943,service_1,Zajezdnia Nowa Huta,"",0,block_21,,
block_34_trip_1_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_2_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_3_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_4_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_5_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_6_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_7_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_8_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_9_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_10_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_11_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_12_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_13_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_14_service_1,route_70,service_1,Czerwone Maki P+R,"",1,block_34,,
block_34_trip_15_service_1,route_70,service_1,Os.Piastów,"",0,block_34,,
block_34_trip_16_service_1,route_70,service_1,Zajezdnia Nowa Huta,"",0,block_34,,
block_41_trip_1_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_2_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_3_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_4_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_5_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_6_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_7_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_8_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_9_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_10_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_11_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_12_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_13_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_14_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_15_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_16_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_17_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_18_service_2,route_807,service_2,Bronowice Małe,"",0,block_41,,
block_41_trip_19_service_2,route_807,service_2,Borek Fałęcki,"",1,block_41,,
block_41_trip_20_service_2,route_807,service_2,Zajezdnia Podgórze,"",0,block_41,,
block_44_trip_1_service_2,route_46,service_2,Struga,"",0,block_44,,
block_44_trip_2_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_3_service_2,route_46,service_2,Kopiec Wandy,"",0,block_44,,
block_44_trip_4_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_5_service_2,route_46,service_2,Kopiec Wandy,"",0,block_44,,
block_44_trip_6_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_7_service_2,route_46,service_2,Kopiec Wandy,"",0,block_44,,
block_44_trip_8_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_9_service_2,route_46,service_2,Kopiec Wandy,"",0,block_44,,
block_44_trip_10_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_11_service_2,route_46,service_2,Kopiec Wandy,"",0,block_44,,
block_44_trip_12_service_2,route_46,service_2,Borek Fałęcki,"",1,block_44,,
block_44_trip_13_service_2,route_46,service_2,Kombinat,"",0,block_44,,
block_44_trip_14_service_2,route_46,service_2,Zajezdnia Nowa Huta,"",0,block_44,,
block_52_trip_1_service_2,route_63,service_2,Krowodrza Górka,"",0,block_52,,
block_52_trip_2_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_3_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_4_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_5_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_6_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_7_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_8_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_9_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_10_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_11_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_12_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_13_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_14_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_15_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_16_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_17_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_18_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_19_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_20_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_21_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_22_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_23_service_2,route_63,service_2,Krowodrza Górka,"",1,block_52,,
block_52_trip_24_service_2,route_63,service_2,Kurdwanów P+R,"",0,block_52,,
block_52_trip_25_service_2,route_63,service_2,Zajezdnia Podgórze,"",0,block_52,,
block_55_trip_1_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_55,,
block_55_trip_2_service_2,route_69,service_2,Krowodrza Górka,"",0,block_55,,
block_55_trip_3_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_55,,
block_55_trip_4_service_2,route_69,service_2,Krowodrza Górka,"",0,block_55,,
block_55_trip_5_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_55,,
block_55_trip_6_service_2,route_53,service_2,Plac Centralny im.R.Reagana,"",1,block_55,,
block_55_trip_7_service_2,route_53,service_2,Czerwone Maki P+R,"",0,block_55,,
block_55_trip_8_service_2,route_53,service_2,Plac Centralny im.R.Reagana,"",1,block_55,,
block_55_trip_9_service_2,route_53,service_2,Czerwone Maki P+R,"",0,block_55,,
block_55_trip_10_service_2,route_53,service_2,Zajezdnia Podgórze,"",1,block_55,,
block_56_trip_1_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_56,,
block_56_trip_2_service_2,route_69,service_2,Krowodrza Górka,"",0,block_56,,
block_56_trip_3_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_56,,
block_56_trip_4_service_2,route_53,service_2,Plac Centralny im.R.Reagana,"",1,block_56,,
block_56_trip_5_service_2,route_53,service_2,Czerwone Maki P+R,"",0,block_56,,
block_56_trip_6_service_2,route_53,service_2,Plac Centralny im.R.Reagana,"",1,block_56,,
block_56_trip_7_service_2,route_53,service_2,Czerwone Maki P+R,"",0,block_56,,
block_56_trip_8_service_2,route_53,service_2,Zajezdnia Podgórze,"",1,block_56,,
block_80_trip_1_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_2_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_3_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_4_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_5_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_6_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_7_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_8_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_9_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_10_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_11_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_12_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_13_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_14_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_15_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_16_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_17_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_18_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_19_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_20_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_21_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_22_service_4,route_942,service_4,Krowodrza Górka,"",1,block_80,,
block_80_trip_23_service_4,route_942,service_4,Wzgórza K.,"",0,block_80,,
block_80_trip_24_service_4,route_942,service_4,Zajezdnia Nowa Huta,"",0,block_80,,
block_81_trip_1_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_2_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_3_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_4_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_5_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_6_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_7_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_8_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_9_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_10_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_11_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_12_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_13_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_14_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_15_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_16_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_17_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_18_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_19_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_20_service_4,route_942,service_4,Krowodrza Górka,"",1,block_81,,
block_81_trip_21_service_4,route_942,service_4,Wzgórza K.,"",0,block_81,,
block_81_trip_22_service_4,route_942,service_4,Zajezdnia Nowa Huta,"",0,block_81,,
block_105_trip_1_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_2_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_3_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_4_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_5_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_6_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_7_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_8_service_1,route_55,service_1,Dworzec Tow.,"",0,block_105,,
block_105_trip_9_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_10_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_11_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_12_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_13_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_14_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_15_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_16_service_1,route_55,service_1,Krowodrza Górka,"",0,block_105,,
block_105_trip_17_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_105,,
block_105_trip_18_service_1,route_55,service_1,Zajezdnia Podgórze,"",0,block_105,,
block_106_trip_1_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_2_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_3_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_4_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_5_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_6_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_7_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_8_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_9_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_10_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_11_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_12_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_13_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_14_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_15_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_16_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_17_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_18_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_19_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_20_service_1,route_55,service_1,Krowodrza Górka,"",0,block_106,,
block_106_trip_21_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_106,,
block_106_trip_22_service_1,route_55,service_1,Zajezdnia Podgórze,"",0,block_106,,
block_129_trip_1_service_1,route_809,service_1,Mały Płaszów P+R,"",0,block_129,,
block_129_trip_2_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_3_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_4_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_5_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_6_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_7_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_8_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_9_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_10_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_11_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_12_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_13_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_14_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_15_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_16_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_17_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_18_service_1,route_809,service_1,Cichy Kącik,"",0,block_129,,
block_129_trip_19_service_1,route_809,service_1,Mały Płaszów P+R,"",1,block_129,,
block_129_trip_20_service_1,route_809,service_1,Zajezdnia Nowa Huta,"",0,block_129,,
block_130_trip_1_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_2_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_3_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_4_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_5_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_6_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_7_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_8_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_9_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_10_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_11_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_12_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_13_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_14_service_1,route_46,service_1,Kopiec Wandy,"",0,block_130,,
block_130_trip_15_service_1,route_46,service_1,Borek Fałęcki,"",1,block_130,,
block_130_trip_16_service_1,route_46,service_1,Zajezdnia Podgórze,"",0,block_130,,
block_159_trip_1_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_2_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_3_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_4_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_5_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_6_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_7_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_8_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_9_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_10_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_11_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_12_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_13_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_14_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_15_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_16_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_17_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_18_service_2,route_69,service_2,Krowodrza Górka,"",0,block_159,,
block_159_trip_19_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_159,,
block_159_trip_20_service_2,route_69,service_2,Zajezdnia Podgórze,"",0,block_159,,
block_160_trip_1_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_2_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_3_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_4_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_5_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_6_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_7_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_8_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_9_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_10_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_11_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_12_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_13_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_14_service_2,route_69,service_2,Krowodrza Górka,"",0,block_160,,
block_160_trip_15_service_2,route_69,service_2,Czerwone Maki P+R,"",1,block_160,,
block_160_trip_16_service_2,route_69,service_2,Zajezdnia Podgórze,"",0,block_160,,
block_167_trip_1_service_2,route_807,service_2,Borek Fałęcki,"",1,block_167,,
block_167_trip_2_service_2,route_807,service_2,Bronowice Małe,"",0,block_167,,
block_167_trip_3_service_2,route_807,service_2,Borek Fałęcki,"",1,block_167,,
block_167_trip_4_service_2,route_807,service_2,Bronowice Małe,"",0,block_167,,
block_167_trip_5_service_2,route_54,service_2,Os.Piastów,"",1,block_167,,
block_167_trip_6_service_2,route_54,service_2,Bronowice Małe,"",0,block_167,,
block_167_trip_7_service_2,route_54,service_2,Os.Piastów,"",1,block_167,,
